"PlayerID","Age","Gender","PlayTimeHours","InGamePurchases","GameDifficulty","SessionsPerWeek","AvgSessionDurationMinutes","PlayerLevel","AchievementsUnlocked","Location_USA","Location_Europe","Location_Asia","Location_Other","Genre_Strategy","Genre_Sports","Genre_Action","Genre_RPG","Genre_Simulation","EngagementLevel"
9026,21,1,4.898342486,0,1,12,118,71,26,1,0,0,0,1,0,0,0,0,2
9027,35,1,14.59442464,0,0,18,177,59,18,1,0,0,0,0,1,0,0,0,2
9028,23,1,3.218365078,0,0,14,57,2,1,0,1,0,0,0,0,0,0,1,1
9029,32,0,4.128575768,0,0,1,155,85,37,1,0,0,0,0,1,0,0,0,0
9030,18,0,22.85867254,0,0,3,67,35,2,0,0,1,0,0,0,0,0,1,0
9031,39,1,3.374945772,1,0,5,70,50,11,1,0,0,0,0,1,0,0,0,1
9032,28,0,14.52763877,0,2,0,127,48,48,0,1,0,0,0,0,1,0,0,0
9033,23,1,18.96432413,0,2,19,48,62,42,1,0,0,0,0,0,0,0,1,1
9034,40,1,11.7289647,0,2,0,120,24,18,1,0,0,0,1,0,0,0,0,0
9035,16,0,17.4912581,0,1,18,166,24,17,1,0,0,0,0,0,0,1,0,2
9036,34,1,13.77645119,0,2,19,28,79,41,0,1,0,0,0,0,1,0,0,1
9037,42,1,23.95834938,0,1,17,61,26,26,1,0,0,0,1,0,0,0,0,1
9038,21,0,1.90800715,0,1,11,112,14,0,0,1,0,0,0,0,1,0,0,1
9039,22,0,5.560105968,0,2,3,116,52,44,0,1,0,0,0,1,0,0,0,1
9040,49,0,13.71408701,1,1,15,43,93,29,0,1,0,0,1,0,0,0,0,1
9041,28,1,12.2839258,0,1,4,151,76,35,0,0,0,1,0,0,0,1,0,1
9042,31,1,2.244646563,0,1,15,68,88,39,1,0,0,0,0,0,1,0,0,1
9043,18,1,13.15380958,0,1,12,115,98,7,0,0,0,1,0,0,0,1,0,1
9044,16,0,2.619633553,0,0,14,149,10,34,0,1,0,0,0,0,1,0,0,2
9045,20,1,16.58532905,0,1,19,65,34,46,0,0,1,0,0,0,0,1,0,1
9046,18,1,15.65317441,0,0,17,176,45,43,1,0,0,0,0,0,0,1,0,2
9047,43,1,1.59597872,0,1,3,31,73,49,1,0,0,0,1,0,0,0,0,0
9048,32,0,11.19805668,0,0,19,77,51,38,1,0,0,0,0,1,0,0,0,2
9049,40,1,17.06770114,0,2,8,94,31,13,0,1,0,0,0,1,0,0,0,1
9050,48,1,19.21649489,0,2,3,146,22,32,0,0,0,1,0,0,0,1,0,1
9051,24,1,0.874188107,0,1,8,45,19,21,1,0,0,0,0,1,0,0,0,2
9052,28,1,11.21671386,0,0,8,134,64,25,0,1,0,0,0,0,0,0,1,1
9053,45,1,23.70289732,1,0,1,50,95,26,0,1,0,0,0,0,0,0,1,0
9054,29,1,9.210122598,1,0,15,171,6,16,0,1,0,0,0,0,0,1,0,2
9055,22,0,12.81893093,1,0,8,46,8,0,1,0,0,0,0,0,0,1,0,1
9056,28,1,7.181065651,0,0,8,139,20,1,1,0,0,0,0,0,0,0,1,1
9057,37,1,1.321635145,1,0,15,36,88,36,1,0,0,0,0,0,0,0,1,1
9058,35,1,21.68627463,0,0,15,148,73,43,1,0,0,0,0,0,0,0,1,2
9059,30,0,15.15413864,0,0,9,153,46,19,1,0,0,0,1,0,0,0,0,1
9060,32,1,12.55512157,0,2,11,138,27,13,1,0,0,0,0,0,1,0,0,2
9061,38,0,19.46356366,0,1,19,155,35,30,1,0,0,0,1,0,0,0,0,2
9062,40,0,3.529623978,0,0,2,94,76,42,0,1,0,0,0,0,0,0,1,1
9063,39,1,20.85593529,0,2,16,140,10,16,0,0,0,1,0,0,1,0,0,2
9064,43,1,14.627357,0,0,1,16,38,43,0,0,0,1,0,1,0,0,0,0
9065,29,0,17.00264693,1,0,16,135,80,43,1,0,0,0,0,0,0,0,1,2
9066,15,0,14.89617752,0,0,6,49,58,42,1,0,0,0,0,0,0,0,1,1
9067,39,0,19.75297185,0,1,7,46,26,47,0,0,0,1,0,1,0,0,0,1
9068,21,0,19.0253094,0,0,13,30,3,40,0,1,0,0,0,0,1,0,0,1
9069,23,1,13.7246485,1,1,17,167,72,24,0,0,0,1,0,0,0,0,1,2
9070,38,0,20.16071101,0,0,13,79,29,32,0,1,0,0,0,0,1,0,0,1
9071,15,1,18.85035866,0,1,7,111,45,2,0,0,1,0,1,0,0,0,0,1
9072,22,1,12.08218179,1,0,7,79,46,32,0,1,0,0,0,0,0,1,0,1
9073,38,0,2.262378869,0,1,12,131,12,37,0,1,0,0,1,0,0,0,0,2
9074,25,1,20.81294908,1,0,19,109,91,48,0,1,0,0,0,0,0,1,0,2
9075,31,1,9.009114579,0,0,14,106,23,1,1,0,0,0,0,0,0,0,1,2
9076,22,1,19.66355595,1,1,3,29,9,30,0,0,1,0,1,0,0,0,0,0
9077,49,1,18.53536572,1,0,0,83,15,4,1,0,0,0,1,0,0,0,0,0
9078,49,0,2.040757121,1,0,12,70,33,33,1,0,0,0,0,1,0,0,0,1
9079,47,1,6.534987239,0,0,10,14,15,25,0,0,1,0,0,0,0,1,0,0
9080,19,0,19.86081236,1,0,1,139,24,0,0,1,0,0,0,0,0,1,0,0
9081,42,1,13.98102648,0,1,12,34,14,15,1,0,0,0,0,0,0,0,1,1
9082,21,1,7.743327855,0,0,5,77,40,38,1,0,0,0,0,1,0,0,0,1
9083,23,1,3.799376062,1,0,12,41,73,10,1,0,0,0,0,1,0,0,0,1
9084,22,1,10.39151841,0,0,19,102,14,24,1,0,0,0,0,0,0,1,0,2
9085,26,1,15.07465365,0,1,4,117,4,49,1,0,0,0,0,1,0,0,0,1
9086,48,0,8.4576517,1,0,3,122,89,24,0,0,1,0,0,0,1,0,0,1
9087,47,1,14.43220152,0,2,18,14,78,4,0,1,0,0,0,0,0,0,1,0
9088,37,1,19.50170792,0,1,11,147,40,49,1,0,0,0,1,0,0,0,0,2
9089,38,1,6.496475465,1,1,8,107,11,7,0,1,0,0,0,0,0,1,0,1
9090,49,1,2.149495213,0,1,14,36,59,35,1,0,0,0,0,1,0,0,0,1
9091,36,1,4.313328381,0,0,1,73,76,15,1,0,0,0,0,1,0,0,0,0
9092,41,0,5.694275828,1,0,7,12,77,28,0,1,0,0,0,1,0,0,0,0
9093,49,1,3.109332626,0,0,0,99,80,42,0,0,1,0,0,0,0,0,1,0
9094,15,1,9.744040837,1,2,4,32,33,42,0,0,1,0,1,0,0,0,0,0
9095,49,1,7.838044518,0,0,19,126,3,14,0,1,0,0,0,1,0,0,0,2
9096,28,1,9.208410715,1,1,1,84,61,39,1,0,0,0,1,0,0,0,0,0
9097,17,1,8.644038309,0,0,3,117,1,11,0,1,0,0,1,0,0,0,0,1
9098,15,0,5.970601392,0,0,11,55,54,37,0,1,0,0,0,0,0,0,1,1
9099,19,0,15.37717222,0,2,14,93,65,42,1,0,0,0,0,1,0,0,0,2
9100,40,1,5.805040224,0,1,5,40,89,29,0,1,0,0,0,1,0,0,0,1
9101,28,0,22.35082463,0,2,11,109,53,18,0,1,0,0,1,0,0,0,0,1
9102,41,1,7.648375781,0,0,2,33,54,33,0,1,0,0,0,1,0,0,0,0
9103,23,0,22.87669254,0,1,8,91,38,14,0,1,0,0,0,0,0,0,1,1
9104,29,0,4.557998876,0,0,16,36,22,36,0,0,0,1,0,1,0,0,0,1
9105,29,1,2.067384129,1,0,15,101,73,45,0,1,0,0,0,1,0,0,0,2
9106,40,1,7.383373196,0,0,15,24,56,17,0,0,1,0,0,1,0,0,0,1
9107,27,1,7.733396193,0,2,17,72,45,48,0,0,0,1,0,0,0,0,1,1
9108,46,1,19.40450332,1,1,9,127,75,32,0,0,1,0,1,0,0,0,0,1
9109,46,1,18.55396821,0,0,12,96,2,21,0,0,0,1,1,0,0,0,0,1
9110,18,0,4.456026911,0,0,16,121,10,35,0,0,1,0,0,1,0,0,0,2
9111,44,1,22.14322251,0,2,7,60,5,30,1,0,0,0,0,0,0,0,1,1
9112,37,1,8.499982201,0,1,18,145,88,15,1,0,0,0,0,1,0,0,0,2
9113,29,0,23.6946066,0,1,3,51,72,44,1,0,0,0,0,0,0,0,1,0
9114,43,0,23.16525261,0,0,14,96,42,47,1,0,0,0,0,0,0,0,1,2
9115,27,1,6.549913699,0,2,18,111,34,9,1,0,0,0,1,0,0,0,0,2
9116,46,0,10.82559834,0,1,12,142,24,18,0,0,1,0,0,0,1,0,0,2
9117,21,0,20.27765234,1,0,17,142,12,20,1,0,0,0,0,0,1,0,0,2
9118,36,1,7.245611011,0,0,3,69,52,14,0,0,1,0,0,0,0,1,0,0
9119,42,1,10.7769159,0,1,7,154,23,19,0,0,0,1,0,0,0,1,0,1
9120,16,0,4.622791147,1,0,17,149,48,14,1,0,0,0,0,0,1,0,0,2
9121,20,0,11.92937855,0,1,11,75,69,25,1,0,0,0,1,0,0,0,0,1
9122,42,1,6.56679434,0,2,15,17,19,43,0,0,1,0,0,0,0,1,0,0
9123,42,1,2.7313182,0,1,17,62,77,35,1,0,0,0,0,0,1,0,0,1
9124,34,0,16.59168748,0,1,13,124,35,43,1,0,0,0,1,0,0,0,0,2
9125,44,0,8.583797273,0,1,11,34,8,11,1,0,0,0,0,0,0,1,0,1
9126,25,0,12.76314009,0,1,7,108,76,1,1,0,0,0,0,0,0,1,0,1
9127,42,0,13.29775219,0,0,19,157,85,7,0,0,1,0,0,0,1,0,0,2
9128,39,0,14.17375566,0,0,15,108,49,32,0,1,0,0,0,0,0,1,0,2
9129,47,0,18.49464367,0,0,2,65,92,45,1,0,0,0,1,0,0,0,0,1
9130,15,0,17.22387982,1,2,5,94,76,14,0,1,0,0,0,0,1,0,0,1
9131,41,0,18.22465546,0,1,1,70,5,43,1,0,0,0,1,0,0,0,0,0
9132,27,1,19.48783441,0,1,16,154,13,27,1,0,0,0,0,0,0,1,0,2
9133,17,0,9.483212067,0,1,7,78,54,36,0,1,0,0,1,0,0,0,0,1
9134,20,1,19.04746115,0,0,18,14,49,5,0,1,0,0,0,1,0,0,0,0
9135,22,1,8.612156615,1,2,13,21,58,19,1,0,0,0,0,0,0,0,1,0
9136,41,1,9.987578341,0,0,1,124,15,24,0,0,1,0,0,0,0,1,0,0
9137,23,1,21.6563826,0,0,7,45,45,42,0,0,1,0,0,1,0,0,0,1
9138,47,1,16.20930715,0,1,6,62,96,40,0,0,0,1,0,0,0,0,1,1
9139,38,0,5.990720486,1,1,7,43,72,16,0,1,0,0,0,0,1,0,0,1
9140,29,0,15.97376257,0,0,1,69,81,14,1,0,0,0,0,0,0,0,1,0
9141,46,0,3.683183598,0,0,19,42,64,31,0,0,1,0,0,0,1,0,0,1
9142,46,0,6.252455837,1,2,8,103,54,36,1,0,0,0,0,1,0,0,0,1
9143,38,1,1.348544165,1,2,3,124,82,4,1,0,0,0,0,0,0,0,1,1
9144,26,1,16.3317282,1,2,16,52,87,2,0,0,1,0,0,0,0,1,0,1
9145,16,1,22.75543558,1,0,12,132,4,4,0,0,0,1,0,1,0,0,0,2
9146,17,1,22.39702641,0,0,17,105,60,37,1,0,0,0,0,0,0,0,1,2
9147,31,0,19.39030955,0,0,11,27,23,13,1,0,0,0,1,0,0,0,0,0
9148,16,1,3.844683182,0,2,3,159,8,44,0,1,0,0,1,0,0,0,0,0
9149,16,1,20.2563316,0,0,9,19,95,31,0,0,0,1,0,0,1,0,0,1
9150,42,1,0.069643258,0,2,18,117,40,0,0,1,0,0,0,1,0,0,0,2
9151,37,1,21.99256343,0,0,9,138,13,19,0,0,1,0,1,0,0,0,0,1
9152,46,1,16.8953852,0,2,0,140,95,46,0,0,0,1,0,0,0,0,1,0
9153,47,0,4.200586154,1,2,19,70,49,44,0,1,0,0,0,0,0,1,0,2
9154,15,1,13.5412518,0,0,8,39,45,45,0,0,1,0,0,0,1,0,0,1
9155,33,1,15.04720214,0,0,11,92,39,43,0,1,0,0,0,0,0,0,1,1
9156,16,1,6.435447233,0,0,9,50,82,18,0,1,0,0,0,0,1,0,0,1
9157,40,0,20.42787245,0,1,3,138,36,30,0,1,0,0,1,0,0,0,0,1
9158,46,1,12.30631718,1,1,11,179,91,4,0,1,0,0,0,1,0,0,0,2
9159,20,1,13.54598429,1,2,12,135,66,49,0,1,0,0,0,0,0,1,0,2
9160,46,1,21.26668304,0,0,18,164,26,41,0,1,0,0,1,0,0,0,0,2
9161,18,0,15.71180356,0,0,11,90,2,5,0,1,0,0,0,1,0,0,0,1
9162,25,0,14.15971047,0,0,8,110,33,28,1,0,0,0,0,0,0,1,0,1
9163,31,1,3.022654035,0,2,12,103,80,13,0,1,0,0,0,1,0,0,0,2
9164,38,0,13.00004809,0,1,0,146,4,13,1,0,0,0,1,0,0,0,0,0
9165,19,1,21.93431701,1,1,10,30,55,9,1,0,0,0,0,0,0,1,0,0
9166,48,1,14.55648156,0,1,15,133,32,25,0,0,1,0,0,0,0,0,1,2
9167,20,1,6.831045096,0,2,4,166,81,31,1,0,0,0,1,0,0,0,0,1
9168,36,1,19.89311377,0,0,11,142,61,48,0,1,0,0,0,0,1,0,0,2
9169,25,0,10.42417873,0,1,13,102,7,40,0,0,1,0,0,0,0,1,0,1
9170,30,0,1.899978615,0,0,5,144,79,13,0,1,0,0,0,1,0,0,0,1
9171,47,1,11.59711868,0,1,15,67,83,27,1,0,0,0,1,0,0,0,0,1
9172,23,1,18.27652465,1,1,9,105,56,39,1,0,0,0,0,1,0,0,0,1
9173,20,1,22.04439233,0,1,4,98,67,26,1,0,0,0,0,0,0,0,1,1
9174,30,1,15.94849,0,1,14,89,67,14,1,0,0,0,0,1,0,0,0,1
9175,43,0,20.12914668,0,1,3,80,5,41,1,0,0,0,1,0,0,0,0,0
9176,17,0,17.99318056,1,0,6,24,49,1,0,1,0,0,0,0,0,1,0,0
9177,34,0,4.372198465,1,0,16,31,20,20,1,0,0,0,1,0,0,0,0,1
9178,33,1,23.62004129,0,2,19,105,3,37,0,0,0,1,0,0,1,0,0,2
9179,40,0,1.354730944,0,0,16,47,61,7,0,1,0,0,0,0,1,0,0,1
9180,17,1,6.574572254,0,0,18,20,23,19,0,1,0,0,0,1,0,0,0,1
9181,33,0,18.32174363,0,0,6,149,16,17,0,1,0,0,0,1,0,0,0,1
9182,34,1,3.216007888,0,0,13,50,10,2,0,1,0,0,1,0,0,0,0,1
9183,46,1,13.63172968,0,0,14,10,64,39,0,1,0,0,0,1,0,0,0,0
9184,21,1,15.13612279,0,0,9,116,62,3,0,0,1,0,0,1,0,0,0,1
9185,47,1,16.49947649,0,0,15,152,36,5,0,0,1,0,0,1,0,0,0,2
9186,32,0,3.855619618,0,1,14,128,79,24,0,1,0,0,0,0,0,1,0,2
9187,15,0,4.97879883,1,2,16,65,74,23,0,0,0,1,0,0,1,0,0,1
9188,25,0,2.974934187,0,0,1,71,49,48,0,1,0,0,0,0,0,1,0,0
9189,42,1,4.110147347,0,0,12,90,67,35,1,0,0,0,1,0,0,0,0,1
9190,39,1,19.99260067,0,1,16,151,64,36,1,0,0,0,0,0,0,0,1,2
9191,37,0,2.729469336,0,0,4,121,14,11,1,0,0,0,0,0,1,0,0,1
9192,45,0,9.634591876,1,0,5,48,84,15,0,0,0,1,1,0,0,0,0,0
9193,44,1,0.370248049,1,0,19,55,29,30,1,0,0,0,0,1,0,0,0,1
9194,49,0,18.32551883,0,2,9,45,68,49,1,0,0,0,0,0,0,0,1,1
9195,21,0,22.97264608,0,1,10,111,52,23,0,0,1,0,0,0,0,0,1,1
9196,30,0,7.184139994,1,0,2,12,62,40,1,0,0,0,0,0,0,0,1,0
9197,40,1,7.317818789,1,2,6,36,39,24,1,0,0,0,0,0,0,1,0,0
9198,16,0,13.77459934,1,0,14,102,54,44,0,0,1,0,1,0,0,0,0,2
9199,15,1,3.146993268,0,1,3,57,50,14,0,1,0,0,0,0,0,1,0,0
9200,26,0,14.44848506,0,2,5,175,75,7,0,1,0,0,0,0,0,1,0,1
9201,19,1,13.20646467,0,0,13,14,71,48,1,0,0,0,0,0,1,0,0,2
9202,46,0,9.581422959,0,0,16,84,26,29,0,1,0,0,0,0,0,1,0,1
9203,23,0,16.82033324,0,1,5,88,55,39,0,0,1,0,0,1,0,0,0,1
9204,49,1,13.04654124,0,0,14,159,45,28,0,0,1,0,0,0,0,0,1,2
9205,33,0,20.25525908,0,0,12,125,54,26,0,1,0,0,1,0,0,0,0,2
9206,30,1,17.44815007,0,0,1,74,26,15,1,0,0,0,0,0,0,1,0,0
9207,17,1,13.92884178,0,0,10,103,94,8,0,0,1,0,1,0,0,0,0,1
9208,34,1,7.614484635,0,0,3,33,10,35,0,1,0,0,0,0,1,0,0,0
9209,38,1,0.689955044,1,1,7,60,44,1,0,0,1,0,0,0,0,0,1,1
9210,47,0,8.911863427,0,0,8,20,68,12,1,0,0,0,0,0,1,0,0,0
9211,38,1,18.55274688,0,1,2,93,30,20,0,1,0,0,0,0,0,1,0,0
9212,25,0,21.39170309,0,0,15,166,12,42,0,0,0,1,1,0,0,0,0,2
9213,22,1,20.42389703,0,0,8,91,87,34,1,0,0,0,0,0,1,0,0,1
9214,34,0,8.868238179,1,1,1,168,47,23,0,0,0,1,0,0,0,0,1,0
9215,49,1,0.717087644,0,0,19,32,72,26,1,0,0,0,0,0,0,1,0,1
9216,39,1,22.49966063,1,0,18,109,92,28,0,1,0,0,0,0,0,1,0,2
9217,49,0,16.40766634,0,0,14,118,85,21,0,0,1,0,0,0,0,0,1,2
9218,39,1,11.50950615,0,0,9,76,25,4,1,0,0,0,0,0,1,0,0,1
9219,43,0,18.68207057,0,0,4,169,78,5,0,0,1,0,1,0,0,0,0,1
9220,32,1,2.146500572,0,0,6,172,33,43,1,0,0,0,0,0,0,0,1,1
9221,32,1,2.087579756,0,1,18,179,42,3,0,1,0,0,0,0,1,0,0,2
9222,16,0,16.97257123,0,1,10,138,90,8,0,0,1,0,0,1,0,0,0,1
9223,49,0,1.623253182,0,0,17,27,33,38,1,0,0,0,0,0,1,0,0,1
9224,30,1,1.17858398,0,1,4,170,45,20,1,0,0,0,0,0,1,0,0,1
9225,47,0,17.28669761,0,0,14,150,50,30,0,0,0,1,0,1,0,0,0,2
9226,18,1,17.79411288,0,0,3,118,61,45,0,0,1,0,0,0,0,0,1,1
9227,47,1,9.906987204,0,1,1,82,14,48,0,0,1,0,0,0,0,0,1,0
9228,28,1,9.398654753,0,0,2,121,82,19,0,1,0,0,0,0,1,0,0,0
9229,35,0,10.60853361,0,0,19,164,61,47,0,0,1,0,0,1,0,0,0,2
9230,34,1,8.856054522,0,0,15,70,26,29,0,0,0,1,1,0,0,0,0,1
9231,22,1,10.7076807,0,0,1,140,81,30,0,1,0,0,0,0,1,0,0,0
9232,21,0,4.453186249,0,1,0,146,58,37,0,0,1,0,1,0,0,0,0,0
9233,17,1,14.01574792,1,0,11,23,4,7,1,0,0,0,0,0,0,1,0,0
9234,31,1,12.40908859,1,0,11,87,88,34,0,1,0,0,0,0,0,0,1,1
9235,47,1,15.97203304,0,0,4,76,69,43,1,0,0,0,0,0,1,0,0,1
9236,26,1,4.381658635,0,0,3,68,5,2,0,1,0,0,0,0,1,0,0,0
9237,36,1,2.133162209,1,2,2,71,91,13,1,0,0,0,0,1,0,0,0,0
9238,36,1,19.34566528,0,0,13,160,3,0,1,0,0,0,0,1,0,0,0,2
9239,44,1,21.69847262,0,2,15,101,24,7,1,0,0,0,0,0,0,1,0,1
9240,22,1,4.129688542,0,2,1,122,90,42,0,1,0,0,0,1,0,0,0,1
9241,41,0,9.984728802,1,0,12,61,88,42,0,1,0,0,1,0,0,0,0,1
9242,41,0,17.4047744,0,2,1,26,42,24,1,0,0,0,0,1,0,0,0,0
9243,48,0,12.58693165,0,0,18,79,52,1,0,0,0,1,0,1,0,0,0,1
9244,35,1,13.60565767,0,0,10,65,96,15,1,0,0,0,0,0,1,0,0,1
9245,44,1,8.210817815,0,1,10,63,54,20,0,0,1,0,0,1,0,0,0,1
9246,47,0,2.879435536,0,1,10,36,6,27,1,0,0,0,0,0,1,0,0,1
9247,42,0,23.05222849,1,0,11,144,49,41,1,0,0,0,1,0,0,0,0,2
9248,47,1,17.84181543,0,2,3,88,56,41,1,0,0,0,0,0,0,1,0,1
9249,19,1,7.702088004,1,1,2,159,17,32,0,0,0,1,0,0,0,1,0,1
9250,33,0,17.1542798,0,0,3,57,62,9,0,0,1,0,0,0,1,0,0,0
9251,18,1,9.378216853,0,1,1,95,40,32,1,0,0,0,0,0,0,1,0,0
9252,49,1,4.68090412,0,1,0,75,7,36,1,0,0,0,0,1,0,0,0,1
9253,31,1,16.26928822,0,0,17,52,94,9,0,1,0,0,0,0,0,0,1,1
9254,42,0,9.852658243,0,0,7,107,96,26,1,0,0,0,0,0,0,0,1,1
9255,44,0,2.763290353,1,0,17,174,82,2,0,0,0,1,0,0,0,0,1,0
9256,43,0,8.012559139,0,2,19,33,92,15,0,0,1,0,0,0,0,0,1,1
9257,20,0,9.38250383,0,2,5,68,15,43,0,0,1,0,0,1,0,0,0,1
9258,49,1,9.289914071,1,0,9,42,68,14,1,0,0,0,1,0,0,0,0,1
9259,38,0,13.72198451,0,0,15,165,71,8,1,0,0,0,1,0,0,0,0,2
9260,43,1,10.48438858,1,1,12,10,56,38,0,0,0,1,0,0,0,1,0,0
9261,45,1,17.76928153,1,1,18,66,47,0,0,1,0,0,0,1,0,0,0,1
9262,49,0,14.95271716,0,1,17,65,5,47,0,1,0,0,0,0,0,1,0,1
9263,47,1,12.58329194,0,0,9,140,7,36,0,1,0,0,0,0,0,1,0,0
9264,35,1,18.28915432,0,2,11,56,63,9,1,0,0,0,1,0,0,0,0,1
9265,46,0,22.35674885,0,1,4,28,28,35,0,0,1,0,0,0,0,0,1,0
9266,37,0,5.387593848,1,0,6,104,76,18,0,0,0,1,0,0,1,0,0,1
9267,47,1,18.9805408,0,1,17,14,93,36,1,0,0,0,0,1,0,0,0,1
9268,17,1,10.33863815,0,1,0,60,25,32,1,0,0,0,0,0,0,0,1,0
9269,32,1,13.60619708,0,1,17,44,71,37,1,0,0,0,0,0,0,1,0,1
9270,39,0,19.71662579,0,1,17,57,47,33,1,0,0,0,0,0,1,0,0,1
9271,45,1,13.3375237,1,0,0,121,20,26,1,0,0,0,0,0,0,0,1,0
9272,17,0,4.374306506,0,1,2,93,77,7,1,0,0,0,1,0,0,0,0,0
9273,38,1,23.46098143,0,1,0,146,48,27,1,0,0,0,0,1,0,0,0,0
9274,46,1,20.18244182,1,0,8,92,95,49,0,1,0,0,1,0,0,0,0,1
9275,36,1,2.522310038,0,0,2,146,3,34,0,0,1,0,0,0,0,1,0,0
9276,37,1,4.106261083,1,0,2,14,69,38,0,0,0,1,0,0,0,1,0,0
9277,16,0,8.45386728,0,1,10,127,77,37,1,0,0,0,0,0,0,0,1,2
9278,41,0,11.3563364,0,0,10,87,77,38,0,1,0,0,0,0,0,1,0,1
9279,16,1,3.895109262,0,0,0,24,50,36,0,1,0,0,0,0,1,0,0,0
9280,40,1,10.77077731,1,2,1,145,60,25,0,1,0,0,0,0,1,0,0,2
9281,31,0,10.72118306,0,0,5,158,66,29,0,0,1,0,0,0,0,1,0,1
9282,47,1,6.159609307,0,2,7,162,91,11,1,0,0,0,0,0,0,0,1,1
9283,23,0,3.541564329,1,0,14,12,75,43,1,0,0,0,0,0,1,0,0,1
9284,43,1,3.840848787,0,0,2,179,1,38,1,0,0,0,0,1,0,0,0,1
9285,40,1,19.94475853,1,0,10,101,11,39,1,0,0,0,0,0,0,0,1,2
9286,49,1,19.0875944,0,0,8,87,13,28,0,1,0,0,0,0,0,0,1,1
9287,39,1,0.472841994,0,0,7,146,39,19,1,0,0,0,0,0,1,0,0,1
9288,38,1,5.210175559,1,2,6,59,30,7,1,0,0,0,0,0,0,1,0,1
9289,27,0,0.673669432,0,0,16,124,7,45,1,0,0,0,1,0,0,0,0,2
9290,21,1,3.292908002,0,1,1,45,89,43,1,0,0,0,0,1,0,0,0,0
9291,34,1,1.860823618,0,2,4,20,19,19,1,0,0,0,1,0,0,0,0,0
9292,15,1,18.29624062,0,2,12,56,80,46,0,1,0,0,0,0,0,0,1,1
9293,22,0,8.546766153,0,2,16,71,22,1,1,0,0,0,0,0,1,0,0,1
9294,30,0,16.818169,0,0,2,44,75,24,0,0,0,1,0,0,0,1,0,0
9295,28,0,12.91949268,0,0,17,82,68,31,1,0,0,0,0,0,0,0,1,2
9296,26,1,5.898375472,0,0,11,55,44,1,1,0,0,0,0,1,0,0,0,1
9297,37,0,11.93293468,1,0,12,79,40,5,1,0,0,0,0,0,0,0,1,1
9298,29,0,5.566517908,0,0,11,107,93,46,0,1,0,0,0,1,0,0,0,1
9299,42,1,8.241367744,0,2,18,107,76,8,0,1,0,0,0,0,0,1,0,2
9300,48,1,21.14203727,0,0,12,178,39,39,0,0,0,1,0,1,0,0,0,2
9301,16,0,19.57225029,0,1,13,45,83,27,1,0,0,0,0,1,0,0,0,1
9302,46,1,10.51095235,0,1,9,108,83,48,1,0,0,0,0,0,1,0,0,1
9303,37,1,4.023194951,1,1,15,70,24,36,0,0,1,0,0,0,0,1,0,1
